"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 24 16:15:11 GMT 2024","Sat Aug 24 16:15:11 GMT 2024","48","step_definitions","test_get_employee_data","","","","test_get_all_user_data","/home/runner/work/github-action-with-allure-report/github-action-with-allure-report/tests/features/get_user_data.feature: Get all user data"
"passed","Sat Aug 24 16:15:11 GMT 2024","Sat Aug 24 16:15:12 GMT 2024","49","step_definitions","test_get_employee_data","","","","test_get_a_single_user_data","/home/runner/work/github-action-with-allure-report/github-action-with-allure-report/tests/features/get_user_data.feature: Get a single user data"
